revenue_event_id,tenant_id,interaction_id,raw_event_id,revenue_source,pricing_model_id,gross_amount_atomic,asset,network,revenue_status,earned_at,service_delivery_id,delivery_status,http_status,collection_status,created_at
992df81a-5062-4bfb-a6bb-f232781f5287,00000000-0000-4000-8000-000000000001,c5586fc3-630e-416b-a223-3a9fe449a483,1391cb64-7fe8-4d84-974d-7f13f271bc50,x402_purchase,00000000-0000-4000-8000-0000000000a1,3000,USDC,eip155:5042002,earned,2026-05-29T01:15:27.611Z,f8e4fb4a-cb78-447a-b366-94dc98cce7e2,delivered,200,open_receivable,2026-05-30T03:34:07.658Z
74b9023c-ee2b-4a32-858a-f96fe9f478d2,00000000-0000-4000-8000-000000000001,b116da6e-1718-4d38-a85d-26b02f606753,bcb694a5-f43a-4652-baeb-25b6a764926a,x402_purchase,00000000-0000-4000-8000-0000000000a1,3000,USDC,eip155:5042002,earned,2026-05-29T01:15:29.106Z,430c3f47-f2e9-4d6f-87a6-3f1db5e3f2cb,delivered,200,open_receivable,2026-05-30T03:34:07.675Z
